id,Data Quality,Usage
5559,Unknown,Private
5560,Unknown,Private
5561,Unknown,Public
5562,Unknown,Private
5563,Unknown,Private
5564,Fair,Public
5565,Fair,Private
5566,Unknown,Private
5567,Fair,Public
5568,Fair,Public
5569,Fair,Public
5570,Unknown,Public
5571,Fair,Private
5572,Fair,Public
5573,Unknown,Private
5574,Unknown,Private
5575,Fair,Private
5576,Fair,Private
5577,Fair,Public
5578,Fair,Public
5579,Fair,Private
5580,Unknown,Private
5581,Fair,Private
5582,Fair,Public
5583,Fair,Public
5584,Fair,Private
5585,Fair,Private
5586,Fair,Private
5587,Fair,Private
5588,Fair,Public
5589,Fair,Private
5590,Fair,Private
5591,Unknown,Private
5592,Fair,Private
5593,Unknown,Public
5594,Unknown,Private
5595,Fair,Private
5596,Fair,Private
5597,Fair,Private
5598,Fair,Private
5599,Fair,Public
5600,Fair,Private
5601,Fair,Private
5602,Fair,Private
5603,Fair,Private
5604,Fair,Private
5605,Unknown,Private
5606,Unknown,Public
5607,Fair,Public
5608,Fair,Private
5609,Fair,Private
5610,Fair,Public
5611,Fair,Private
5612,Fair,Public
5613,Fair,Private
5614,Fair,Private
5615,Unknown,Public
5616,Fair,Public
5617,Fair,Private
5618,Fair,Private
5619,Unknown,Private
5620,Good,Private
5621,Fair,Public
5622,Fair,Public
5623,Fair,Public
5624,Fair,Private
5625,Unknown,Public
5626,Fair,Private
5627,Fair,Private
5628,Unknown,Private
5629,Fair,Private
5630,Fair,Public
5631,Unknown,Private
5632,Fair,Private
5633,Fair,Public
5634,Fair,Public
5635,Fair,Private
5636,Fair,Private
5637,Unknown,Public
5638,Fair,Private
5639,Fair,Private
5640,Fair,Private
5641,Fair,Public
5642,Fair,Private
5643,Good,Private
5644,Fair,Private
5645,Unknown,Private
5646,Fair,Private
5647,Fair,Public
5648,Fair,Private
5649,Fair,Private
5650,Unknown,Public
5651,Fair,Private
5652,Fair,Private
5653,Fair,Private
5654,Good,Private
5655,Fair,Private
5656,Fair,Private
5657,Fair,Public
5658,Unknown,Public
5659,Unknown,Private
5660,Fair,Private
5661,Fair,Private
5662,Unknown,Public
5663,Fair,Private
5664,Fair,Private
5665,Fair,Public
5666,Fair,Public
5667,Unknown,Public
5668,Fair,Private
5669,Fair,Public
5670,Fair,Public
5671,Fair,Private
5672,Fair,Private
5673,Unknown,Private
5674,Fair,Public
5675,Fair,Private
5676,Fair,Private
5677,Fair,Private
5678,Fair,Public
5679,Fair,Private
5680,Fair,Private
5681,Fair,Private
5682,Fair,Public
5683,Fair,Private
5684,Unknown,Private
5685,Unknown,Public
5686,Fair,Private
5687,Good,Public
5688,Good,Private
5689,Unknown,Private
5690,Unknown,Private
5691,Fair,Private
5692,Unknown,Private
5693,Fair,Private
5694,Good,Public
5695,Fair,Private
5696,Fair,Private
5697,Unknown,Private
5698,Fair,Public
5699,Fair,Private
5700,Fair,Private
5701,Fair,Private
5702,Fair,Private
5703,Fair,Private
5704,Unknown,Public
5705,Fair,Private
5706,Unknown,Public
5707,Unknown,Private
5708,Fair,Private
5709,Fair,Public
5710,Fair,Private
5711,Fair,Public
5712,Fair,Private
5713,Fair,Public
5714,Fair,Private
5715,Unknown,Private
5716,Unknown,Private
5717,Fair,Private
5718,Fair,Private
5719,Unknown,Private
5720,Fair,Private
5721,Unknown,Private
5722,Fair,Public
5723,Unknown,Private
5724,Fair,Private
5725,Unknown,Private
5726,Fair,Private
5727,Unknown,Private
5728,Unknown,Private
5729,Fair,Public
5730,Unknown,Public
5731,Fair,Private
5732,Fair,Private
5733,Fair,Private
5734,Fair,Private
5735,Unknown,Private
5736,Fair,Private
5737,Fair,Private
5738,Fair,Private
5739,Fair,Private
5740,Fair,Public
5741,Fair,Private
5742,Fair,Public
5743,Fair,Public
5744,Fair,Private
5745,Fair,Private
5746,Fair,Private
5747,Fair,Public
5748,Fair,Public
5749,Fair,Private
5750,Fair,Private
5751,Fair,Public
5752,Fair,Private
5753,Fair,Public
5754,Fair,Public
5755,Fair,Private
5756,Fair,Private
5757,Unknown,Private
5758,Fair,Private
5759,Fair,Private
5760,Unknown,Public
5761,Fair,Public
5762,Fair,Public
5763,Fair,Private
5764,Unknown,Public
5765,Fair,Public
5766,Unknown,Private
5767,Unknown,Private
5768,Fair,Private
5769,Fair,Public
5770,Unknown,Private
5771,Unknown,Public
5772,Fair,Private
5773,Fair,Public
5774,Fair,Private
5775,Fair,Private
5776,Fair,Private
5777,Fair,Private
5778,Fair,Public
5779,Pending review,Private
5780,Unknown,Private
5781,Fair,Private
5782,Unknown,Private
5783,Fair,Private
5784,Fair,Private
5785,Unknown,Public
5786,Unknown,Private
5787,Fair,Public
5788,Fair,Public
5789,Fair,Private
5790,Unknown,Private
5791,Unknown,Private
5792,Unknown,Public
5793,Fair,Public
5794,Unknown,Private
5795,Unknown,Public
5796,Fair,Private
5797,Fair,Public
5798,Fair,Public
5799,Fair,Private
5800,Fair,Private
5801,Unknown,Private
5802,Fair,Private
5803,Fair,Public
5804,Unknown,Private
5805,Unknown,Private
5806,Fair,Private
5807,Fair,Public
5808,Fair,Private
5809,Fair,Private
5810,Fair,Private
5811,Unknown,Public
5812,Unknown,Public
5813,Fair,Private
5814,Fair,Private
5815,Fair,Private
5816,Fair,Private
5817,Fair,Private
5818,Unknown,Public
5819,Fair,Private
5820,Fair,Public
5821,Fair,Private
5822,Fair,Public
5823,Fair,Public
5824,Unknown,Private
5825,Unknown,Private
5826,Unknown,Private
5827,Fair,Private
5828,Unknown,Private
5829,Unknown,Private
5830,Fair,Public
5831,Fair,Private
5832,Fair,Public
5833,Fair,Private
5834,Fair,Public
5835,Fair,Private
5836,Fair,Public
5837,Unknown,Private
5838,Fair,Private
5839,Fair,Private
5840,Fair,Private
5841,Unknown,Private
5842,Fair,Private
5843,Fair,Private
5844,Fair,Public
5845,Fair,Private
5846,Unknown,Private
5847,Unknown,Public
5848,Fair,Private
5849,Unknown,Private
5850,Fair,Private
5851,Unknown,Public
5852,Fair,Public
5853,Fair,Public
5854,Unknown,Private
5855,Fair,Public
5856,Unknown,Private
5857,Fair,Private
5858,Fair,Private
5859,Unknown,Private
5860,Unknown,Private
5861,Fair,Private
5862,Fair,Private
5863,Fair,Private
5864,Fair,Public
5865,Fair,Private
5866,Fair,Public
5867,Unknown,Private
5868,Unknown,Public
5869,Good,Private
5870,Unknown,Private
5871,Fair,Private
5872,Fair,Private
5873,Fair,Public
5874,Fair,Private
5875,Fair,Private
5876,Fair,Public
5877,Unknown,Private
5878,Fair,Private
5879,Fair,Private
5880,Unknown,Private
5881,Fair,Private
5882,Unknown,Private
5883,Fair,Public
5884,Fair,Private
5885,Fair,Private
5886,Fair,Private
5887,Unknown,Public
5888,Fair,Public
5889,Good,Private
5890,Fair,Public
5891,Fair,Private
5892,Fair,Public
5893,Fair,Public
5894,Fair,Private
5895,Fair,Private
5896,Fair,Public
5897,Unknown,Private
5898,Fair,Public
5899,Fair,Private
5900,Fair,Public
5901,Fair,Private
5902,Fair,Private
5903,Unknown,Private
5904,Fair,Private
5905,Fair,Private
5906,Fair,Private
5907,Fair,Public
5908,Unknown,Private
5909,Fair,Private
5910,Good,Public
5911,Fair,Public
5912,Fair,Public
5913,Fair,Private
5914,Unknown,Private
5915,Fair,Private
5916,Unknown,Public
5917,Fair,Private
5918,Fair,Public
5919,Unknown,Private
5920,Unknown,Private
5921,Unknown,Public
5922,Fair,Private
5923,Fair,Private
5924,Unknown,Private
5925,Fair,Public
5926,Fair,Public
5927,Fair,Private
5928,Fair,Private
5929,Fair,Public
5930,Fair,Private
5931,Fair,Private
5932,Fair,Private
5933,Unknown,Public
5934,Unknown,Private
5935,Unknown,Public
5936,Fair,Private
5937,Unknown,Private
5938,Unknown,Private
5939,Unknown,Private
5940,Fair,Private
5941,Unknown,Private
5942,Fair,Private
5943,Fair,Public
5944,Fair,Public
5945,Fair,Private
5946,Fair,Private
5947,Unknown,Private
5948,Unknown,Private
5949,Fair,Public
5950,Fair,Private
5951,Fair,Private
5952,Unknown,Public
5953,Unknown,Private
5954,Fair,Private
5955,Fair,Private
5956,Fair,Private
5957,Fair,Private
5958,Unknown,Public
5959,Fair,Public
5960,Fair,Private
5961,Unknown,Public
5962,Unknown,Private
5963,Unknown,Public
5964,Fair,Private
5965,Unknown,Public
5966,Fair,Public
5967,Fair,Private
5968,Fair,Public
5969,Unknown,Public
5970,Unknown,Public
5971,Fair,Private
5972,Fair,Public
5973,Fair,Public
5974,Fair,Public
5975,Fair,Public
5976,Unknown,Private
5977,Fair,Private
5978,Unknown,Private
5979,Fair,Private
5980,Fair,Public
5981,Fair,Private
5982,Fair,Public
5983,Fair,Private
5984,Fair,Private
5985,Unknown,Private
5986,Unknown,Private
5987,Fair,Public
5988,Unknown,Private
5989,Fair,Public
5990,Fair,Public
5991,Fair,Private
5992,Unknown,Private
5993,Unknown,Public
5994,Fair,Public
5995,Fair,Public
5996,Fair,Public
5997,Unknown,Public
5998,Fair,Private
5999,Fair,Private
