paper,referenced_paper,is_referenced
p1689,p2508,0
p0725,p0095,0
p1385,p3117,0
p3649,p2989,0
p1374,p3626,0
p2501,p3915,0
p2875,p0344,0
p3914,p0149,0
p1682,p1900,0
p0247,p3676,0
p2263,p2223,0
p2065,p0300,0
p2786,p1513,0
p0549,p0442,0
p1667,p0544,0
p2660,p1975,0
p4002,p4005,0
p0811,p1973,0
p3442,p3624,0
p2339,p2088,0
p1606,p3153,0
p1416,p2025,0
p3374,p0542,0
p4002,p2414,0
p2681,p3664,0
p2221,p1288,0
p1805,p3862,0
p3463,p0932,0
p3375,p3930,0
p4026,p0696,0
p4000,p0145,0
p2588,p0120,0
p2818,p3711,0
p3129,p2754,0
p4000,p2331,0
p0929,p1191,0
p0244,p2754,0
p0949,p3602,0
p1245,p1171,0
p2167,p0398,0
p2490,p1438,0
p2525,p1117,0
p0077,p0463,0
p2339,p2129,0
p1371,p2794,0
p3154,p3357,0
p0487,p0254,0
p3818,p1165,0
p1126,p0366,0
p4025,p0469,0
p3177,p3136,0
p3169,p0233,0
p2723,p3414,0
p1810,p0358,0
p1597,p1543,0
p3177,p1394,0
p2276,p2433,0
p0831,p4320,0
p2322,p0629,0
p2437,p3898,0
p1922,p2459,0
p0319,p0625,0
p3269,p4222,0
p1303,p3183,0
p2975,p1760,0
p0136,p2163,0
p4213,p3827,0
p1592,p1570,0
p4232,p0172,0
p1580,p1793,0
p2233,p0901,0
p2500,p2766,0
p1876,p0868,0
p3437,p0126,0
p1548,p3780,0
p2384,p0951,0
p1878,p1994,0
p3805,p2435,0
p0929,p2918,0
p1193,p0151,0
p1692,p3674,0
p0801,p2045,0
p1142,p4327,0
p0770,p3228,0
p1667,p2580,0
p0571,p2381,0
p0085,p4069,0
p0666,p4195,0
p0472,p3340,0
p0229,p2947,0
p1702,p0926,0
p0647,p1352,0
p0551,p3335,0
p1245,p2747,0
p3419,p3810,0
p1531,p1221,0
p1246,p3231,0
p3448,p0588,0
p0076,p4027,0
p2221,p0433,0
p3637,p2550,0
p2173,p2529,0
p3454,p1284,0
p2505,p2642,0
p2695,p0447,0
p1416,p2486,0
p2834,p4125,0
p1579,p2481,0
p3476,p0807,0
p1580,p1549,0
p2673,p3906,0
p0648,p2595,0
p2246,p2962,0
p2087,p0429,0
p1181,p3610,0
p1810,p4195,0
p2380,p2850,0
p0777,p3027,0
p0726,p3231,0
p1058,p3837,0
p0670,p1938,0
p0185,p3213,0
p1446,p3287,0
p2419,p4136,0
p1689,p0215,0
p0811,p4032,0
p0913,p2232,0
p2848,p0073,0
p0247,p3044,0
p0327,p3172,0
p2660,p4155,0
p1126,p0405,0
p0831,p0112,0
p2876,p0630,0
p3478,p1370,0
p0319,p3897,0
p4343,p0455,0
p1449,p1925,0
p0244,p2530,0
p1062,p2195,0
p0717,p2107,0
p1492,p1838,0
p0593,p2129,0
p3296,p3441,0
p1937,p2174,0
p0831,p0917,0
p0546,p0365,0
p1763,p2735,0
p4174,p3460,0
p0258,p3740,0
p2586,p2950,0
p3955,p0374,0
p2256,p0385,0
p3809,p1169,0
p3339,p0531,0
p3772,p1523,0
p0771,p2062,0
p0111,p1979,0
p3122,p1285,0
p1532,p0671,0
p1449,p1158,0
p2948,p3709,0
p3696,p2775,0
p0699,p3706,0
p3742,p1742,0
p1399,p2452,0
p1170,p3297,0
p1935,p3388,0
p4185,p0167,0
p2179,p3928,0
p1580,p3226,0
p0649,p1447,0
p3524,p0852,0
p3178,p1098,0
p3215,p2401,0
p2086,p2223,0
p2319,p0297,0
p2879,p2931,0
p3308,p3364,0
p1298,p1153,0
p0176,p2412,0
p2091,p1922,0
p3419,p3193,0
p1580,p3070,0
p2084,p3280,0
p3282,p0294,0
p3293,p3252,0
p0258,p2157,0
p0843,p0301,0
p1650,p1178,0
p0864,p0272,0
p0643,p3150,0
p1531,p1865,0
p1826,p1592,0
p1576,p2760,0
p1174,p3081,0
p0437,p1870,0
p2557,p1600,0
p0128,p2932,0
p1816,p1232,0
p1324,p0136,0
p2123,p3910,0
p4025,p1354,0
p3586,p2919,0
p2755,p0938,0
p0809,p3332,0
p0139,p2696,0
p3974,p0702,0
p0778,p3600,0
p0500,p3284,0
p1671,p0319,0
p0534,p1746,0
p1246,p2124,0
p0203,p4304,0
p4002,p0510,0
p1492,p3685,0
p3678,p1525,0
p2351,p2918,0
p0360,p1259,0
p2179,p1541,0
p1826,p1512,0
p0619,p3644,0
p3187,p3406,0
p0005,p1108,0
p3463,p3981,0
p0771,p3726,0
p1241,p1199,0
p0534,p3212,0
p1262,p3230,0
p4166,p3790,0
p1960,p1768,0
p2996,p2547,0
p3187,p1392,0
p0449,p1613,0
p4054,p4037,0
p2816,p2930,0
p1777,p1007,0
p1860,p1065,0
p1432,p1717,0
p0889,p3561,0
p0127,p1183,0
p3806,p1308,0
p2170,p4029,0
p1374,p3142,0
p0135,p0206,0
p1197,p4101,0
p1189,p0202,0
p3524,p3573,0
p4186,p4237,0
p1086,p3673,0
p0546,p2525,0
p2915,p2700,0
p1189,p3940,0
p0594,p1474,0
p0617,p2308,0
p3583,p0172,0
p3178,p2499,0
p0571,p4187,0
p2128,p2945,0
p2588,p3873,0
p2123,p3593,0
p2425,p1320,0
p4018,p2668,0
p1792,p3462,0
p1988,p0712,0
p3658,p2478,0
p4119,p4095,0
p2687,p1447,0
p3603,p2052,0
p2436,p4297,0
p2031,p0642,0
p4225,p0914,0
p4090,p3439,0
p3808,p1396,0
p1385,p1577,0
p3705,p0806,0
p3467,p2737,0
p1702,p3373,0
p1725,p2985,0
p1828,p0765,0
p0128,p2242,0
p3427,p3503,0
p2131,p3181,0
p3882,p2812,0
p2749,p2741,0
p3742,p1162,0
p0067,p3420,0
p3914,p1675,0
p3969,p2404,0
p1030,p1912,0
p0648,p0904,0
p4333,p3001,0
p0649,p2491,0
p3205,p2365,0
p2276,p1938,0
p4090,p1480,0
p1159,p3188,0
p1246,p1379,0
p3772,p1711,0
p2759,p2239,0
p3776,p0226,0
p1777,p2801,0
p0043,p2170,0
p3437,p0615,0
p1375,p3771,0
p0771,p0786,0
p3894,p0306,0
p2832,p3179,0
p2928,p2324,0
p3278,p3491,0
p2368,p3650,0
p4186,p0672,0
p0784,p2978,0
p0389,p3237,0
p1826,p3888,0
p3356,p2503,0
p1777,p3630,0
p2248,p2309,0
p2876,p0599,0
p2464,p3726,0
p3400,p2671,0
p4157,p1453,0
p0709,p1452,0
p0752,p4207,0
p4046,p0066,0
p0999,p3277,0
p2971,p2805,0
p0946,p2889,0
p2179,p0708,0
p3946,p1344,0
p0389,p1857,0
p3941,p3942,0
p0719,p1659,0
p2135,p0019,0
p2362,p2088,0
p1810,p1079,0
p4266,p3116,0
p3256,p1049,0
p2492,p1760,0
p1446,p2189,0
p0485,p1115,0
p2492,p1813,0
p2687,p0347,0
p1925,p3537,0
p1826,p4073,0
p0247,p2564,0
p3205,p1448,0
p2340,p3335,0
p0162,p1477,0
p1995,p3937,0
p2939,p1364,0
p3603,p1533,0
p3320,p2676,0
p2523,p0853,0
p0136,p3639,0
p2990,p4327,0
p0674,p1466,0
p1232,p2619,0
p2475,p0805,0
p4018,p3540,0
p1995,p4244,0
p1416,p3083,0
p0662,p1637,0
p0864,p1428,0
p4208,p2308,0
p2660,p4187,0
p3148,p4070,0
p3451,p1098,0
p3776,p3809,0
p4118,p1017,0
p2276,p3488,0
p0613,p3425,0
p0005,p2757,0
p1240,p3180,0
p1810,p3261,0
p1255,p2338,0
p3584,p1173,0
p1423,p1140,0
p2206,p2316,0
p1062,p4187,0
p3645,p2414,0
p0011,p2484,0
p1558,p0813,0
p4163,p2521,0
p1995,p2109,0
p1446,p3076,0
p3583,p0367,0
p0043,p1196,0
p3689,p3449,0
p0779,p0971,0
p4120,p2838,0
p2065,p2525,0
p3131,p1317,0
p2312,p2622,0
p1482,p4011,0
p2131,p1292,0
p0128,p0045,0
p0972,p2400,0
p3603,p0002,1
p2047,p2792,0
p0190,p2028,0
p2312,p2978,0
p1338,p2105,0
p3200,p0399,0
p0632,p0501,0
p0657,p1972,0
p0685,p1571,0
p0284,p1261,0
p0190,p4085,0
p3122,p2186,0
p3375,p2891,0
p1338,p2183,0
p1621,p2992,0
p4185,p2201,0
p0448,p2739,0
p2248,p2341,0
p0494,p2661,0
p3418,p3660,0
p3515,p0390,0
p3442,p4039,0
p0993,p3503,0
p0437,p4269,0
p1399,p1083,0
p2979,p1380,0
p0480,p1770,0
p2483,p2552,0
p1479,p0194,0
p3296,p2457,0
p2505,p1246,0
p4041,p2149,0
p3269,p3551,0
p1288,p2095,0
p2128,p1368,0
p3348,p3612,0
p1403,p0072,0
p3018,p2271,0
p3705,p0445,0
p3974,p2743,0
p0594,p2368,0
p4002,p0544,0
p4103,p0083,0
p2660,p3773,0
p2876,p2820,0
p2197,p4085,0
p0472,p2117,0
p0175,p0397,0
p3628,p4011,0
p0529,p3150,0
p2971,p1846,0
p3461,p1104,0
p0139,p0852,0
p3515,p2104,0
p3348,p0583,0
p3817,p0003,0
p3352,p1390,0
p1221,p0671,0
p1288,p1400,0
p1486,p4168,0
p4322,p1703,0
p1324,p0636,0
p3628,p3855,0
p2368,p3655,0
p1272,p1244,0
p2425,p1490,0
p4090,p0164,0
p1597,p0886,0
p3356,p1856,0
p2237,p0984,0
p2084,p2799,0
p4025,p1335,0
p0726,p3720,0
p2748,p2448,0
p1371,p2840,0
p2948,p3522,0
p0486,p1821,0
p1579,p2628,0
p0607,p4110,0
p4175,p3267,0
p1558,p3258,0
p0281,p2317,0
p4280,p4274,0
p1925,p1650,0
p3636,p4024,0
p3187,p1772,0
p1255,p1437,0
p0826,p4313,0
p0947,p0074,0
p1275,p0558,0
p1213,p3153,0
p0020,p0276,0
p0360,p2849,0
p1213,p0417,0
p1579,p3465,0
p0485,p3845,0
p1146,p2969,0
p3278,p4212,0
p2865,p1450,0
p2865,p2349,0
p2469,p3681,0
p2818,p2891,0
p4060,p4076,0
p0628,p2665,0
p2695,p1478,0
p3187,p3211,0
p1206,p2689,0
p3467,p1186,0
p0626,p0946,0
p3129,p3238,0
p1561,p1690,0
p2125,p1366,0
p3374,p0490,0
p3590,p0769,0
p1240,p4177,0
p1451,p1668,0
p2755,p2379,0
p3817,p0039,0
p2456,p2807,0
p4121,p1472,0
p1339,p1395,0
p2513,p4077,0
p0472,p1082,0
p0534,p0761,0
p4046,p0311,0
p2681,p3391,0
p1799,p3646,0
p3914,p0153,0
p3064,p3906,0
p4013,p0840,0
p1486,p3137,0
p2491,p0438,0
p2356,p1035,0
p4136,p2496,0
p2716,p0371,0
p0783,p3224,0
p3560,p2301,0
p4168,p0600,1
p3882,p0249,0
p2084,p2025,0
p2256,p3140,0
p1531,p1933,0
p0251,p0848,0
p3804,p2334,0
p3658,p3999,0
p2990,p4031,0
p3640,p0501,0
p3088,p2558,0
p1321,p2859,0
p1653,p3659,0
p3639,p3861,0
p3339,p3653,0
p1226,p3535,0
p0810,p4036,0
p2500,p0679,0
p0838,p1060,0
p1876,p2365,0
p3465,p0870,0
p3356,p1057,0
p2664,p2043,0
p1403,p3499,0
p1240,p4098,1
p1898,p1715,0
p0486,p4277,0
p1701,p4287,0
p3678,p2435,0
p3451,p2820,0
p3320,p3079,0
p0437,p2713,0
p0221,p3940,0
p0006,p3620,0
p0699,p1635,0
p3974,p0593,0
p1403,p0941,0
p1935,p1038,0
p4266,p2334,0
p0626,p0414,0
p1549,p4281,0
p3645,p1423,0
p4163,p3758,0
p1181,p2727,0
p3427,p2121,0
p2170,p1778,0
p2983,p3158,0
p3131,p2352,0
p2707,p2614,0
p1166,p4126,0
p3515,p3728,0
p3689,p2117,0
p0005,p2579,0
p1542,p2313,0
p0647,p2362,0
p3882,p1735,0
p2008,p1355,0
p0662,p1872,0
p2879,p3363,0
p3413,p3230,0
p2458,p1496,0
p4002,p4092,0
p0946,p3912,0
p1492,p2665,0
p1757,p4352,0
p0929,p1923,0
p3378,p0061,0
p3476,p1728,0
p3144,p3245,0
p1922,p3350,0
p2790,p1890,0
p4285,p3902,0
p1446,p4138,0
p3016,p2508,0
p0998,p0774,0
p4168,p0501,0
p2469,p4239,0
p0576,p1830,0
p3178,p0574,0
p0251,p2485,0
p1879,p4332,0
p0486,p0373,0
p0709,p0407,0
p2357,p4325,0
p0203,p3003,0
p3731,p2799,0
p4323,p0439,0
p2268,p4047,0
p2370,p0974,0
p0024,p1570,0
p0670,p2699,0
p1924,p3499,0
p0838,p1218,0
p0546,p3452,0
p4280,p2987,0
p1209,p4229,0
p3111,p0756,0
p2687,p2680,0
p1829,p3744,0
p3940,p4194,0
p0449,p0136,0
p3352,p2287,0
p3678,p2087,0
p0678,p3000,0
p2617,p1696,0
p0811,p3381,0
p0529,p0071,0
p1937,p3570,0
p3955,p0540,0
p1497,p3106,0
p1029,p2271,0
p2571,p0005,0
p3125,p2114,0
p0024,p3699,0
p3451,p1215,0
p1532,p1533,0
p2084,p2891,0
p0675,p0177,0
p0449,p1722,0
p1580,p2198,0
p3689,p2403,0
p1898,p2495,0
p1209,p1149,0
p2456,p1625,0
p3581,p0163,0
p4149,p1187,1
p2245,p0758,0
p2171,p3314,0
p0626,p3387,0
p0185,p4311,0
p2469,p0541,0
p3920,p0599,0
p1948,p0802,0
p4118,p3601,0
p3067,p1354,0
p2362,p3279,0
p1734,p3032,0
p1805,p0160,0
p2125,p4114,0
p4108,p0450,0
p1548,p1814,0
p3478,p2829,0
p3021,p3570,0
p0646,p0025,0
p0181,p3284,0
p1151,p2545,0
p2617,p3384,0
p2084,p3181,0
p0020,p2556,0
p2664,p3223,0
p2131,p2173,0
p4323,p1465,0
p2902,p3009,0
p4002,p0145,0
p0181,p3361,0
p0784,p2199,0
p2979,p3228,0
p1542,p4001,0
p3015,p1440,0
p0296,p2998,0
p3658,p2828,0
p0988,p1502,0
p2059,p2979,0
p2246,p4135,0
p1324,p2842,0
p0810,p2625,0
p2278,p3893,0
p1725,p0076,0
p3400,p0945,0
p4163,p0220,0
p1757,p0915,0
p3296,p3342,0
p1922,p0157,0
p0685,p3332,0
p3627,p3804,0
p0777,p2325,0
p1060,p3535,0
p0999,p0240,0
p1255,p1382,0
p2084,p0386,0
p2425,p1618,0
p3169,p3902,0
p2560,p0029,0
p1245,p2136,0
p0585,p0471,0
p0201,p0065,0
p3968,p2442,0
p0193,p3635,0
p0529,p0992,0
p1596,p0807,0
p0779,p4237,0
p4161,p0357,0
p3442,p1948,0
p2729,p4305,0
p1874,p0375,0
p1469,p2012,0
p3187,p2119,0
p1548,p1784,0
p2330,p1891,0
p2784,p2747,0
p1786,p2846,0
p3375,p3528,0
p2848,p4187,0
p1154,p3072,0
p2380,p2880,0
p1375,p2134,0
p1627,p1503,0
p1531,p3388,0
p2456,p4202,0
p1324,p0450,0
p4122,p0049,0
p0701,p1745,0
p3326,p3534,0
p0961,p2644,0
p1479,p3292,0
p2729,p3504,0
p2879,p2363,0
p1607,p3030,0
p3089,p1001,0
p0646,p1446,0
p2126,p1937,0
p0963,p2715,0
p0005,p1742,0
p2716,p3443,0
p1339,p1975,0
p2351,p2669,0
p0616,p1552,0
p2179,p3164,0
p4013,p3846,0
p3326,p2398,0
p2601,p3844,0
p0679,p0645,0
p3821,p0145,0
p2344,p0302,0
p2214,p3133,0
p0231,p1858,0
p4285,p0084,0
p3463,p0187,0
p0864,p0847,0
p1725,p0074,0
p3088,p0074,0
p3586,p1625,1
p0162,p2984,0
p1745,p2904,0
p2206,p1853,0
p1255,p2371,0
p2425,p0829,0
p2340,p3408,0
p1597,p2600,0
p3309,p1668,0
p3880,p0250,0
p1423,p2085,0
p1240,p3275,0
p0282,p2656,0
p0619,p3932,0
p1558,p4095,0
p0757,p3580,0
p1652,p0375,0
p0778,p0121,0
p0392,p2496,0
p1221,p0078,0
p2059,p3395,0
p2785,p0902,0
p3187,p3890,0
p3177,p0680,0
p0963,p2260,0
p4234,p3511,0
p1652,p0308,0
p1030,p2614,0
p3451,p2115,0
p4275,p1974,0
p3813,p2839,0
p3177,p0939,0
p4078,p0313,0
p3494,p0478,0
p0013,p2127,0
p0929,p2252,0
p2483,p3918,0
p0253,p3165,0
p3269,p1744,0
p2580,p0753,0
p0719,p0974,0
p3776,p3759,0
p2143,p1771,0
p1030,p3925,0
p3753,p0692,0
p4232,p0503,0
p1479,p1566,0
p3174,p3490,0
p3742,p1657,0
p3889,p0064,0
p3668,p1566,0
p1232,p0444,0
p3346,p3503,0
p2397,p2755,0
p3216,p0610,0
p0571,p2608,0
p2248,p1309,0
p3914,p3417,0
p1262,p3267,0
p1650,p0506,0
p2167,p0798,0
p4260,p1394,0
p2832,p3559,0
p2645,p1515,0
p3478,p4154,0
p4103,p4335,0
p0775,p1094,0
p0539,p2116,0
p0647,p4332,0
p1423,p2576,0
p4000,p0984,0
p1607,p1160,0
p4260,p0048,0
p3584,p0631,0
p3356,p1018,0
p2380,p1691,0
p1321,p1484,0
p1597,p4066,0
p1169,p0361,0
p3515,p3108,0
p0350,p0164,0
p4018,p3842,0
p1321,p3666,0
p1894,p3077,0
p3567,p2715,0
p3096,p2205,0
p0229,p0950,0
p1432,p3729,0
p0203,p0207,0
p0190,p0642,0
p3941,p2873,0
p2383,p1864,0
p0216,p3498,0
p0690,p0298,0
p1694,p3204,0
p0111,p1793,0
p1206,p3594,0
p4013,p3404,0
p1479,p2714,0
p2304,p2631,0
p1816,p4139,0
p2086,p3755,0
p1451,p1392,0
p2368,p1964,0
p1829,p4168,0
p1789,p0008,0
p1174,p1511,0
p1948,p2882,0
p2560,p3458,0
p1579,p3423,0
p0612,p2478,0
p0724,p3796,0
p1189,p3263,0
p2344,p1386,0
p3356,p2681,0
p3174,p2982,0
p1338,p2107,0
p1169,p1251,0
p3531,p1480,0
p3627,p3907,0
p0387,p3989,0
p1197,p2427,0
p3278,p3820,0
p1614,p1586,0
p2557,p2244,0
p1796,p0210,0
p1232,p2324,0
p3197,p0156,0
p0973,p0305,0
p0969,p1672,0
p0801,p0164,1
p1874,p1195,0
p4090,p3061,0
p4029,p0907,0
p1497,p3065,0
p1050,p3754,0
p4103,p1698,0
p2368,p3477,0
p1992,p2264,0
p2322,p3962,0
p0646,p2175,0
p0581,p3736,0
p2173,p2782,0
p1391,p1112,0
p2785,p1390,0
p0949,p3104,0
p3096,p2671,0
p0345,p3965,0
p3021,p1249,0
p1058,p0163,0
p3144,p1959,0
p2863,p3810,1
p0360,p0668,0
p0345,p3490,0
p2173,p1980,0
p2677,p1770,0
p1741,p4332,0
p2385,p1318,0
p1836,p2114,0
p1789,p4192,0
p1121,p0757,0
p3277,p1447,0
p0655,p2943,0
p4185,p1431,0
p4188,p0643,0
p2171,p0958,0
p3016,p0264,0
p0952,p4027,0
p4025,p4034,0
p0127,p3900,0
p0826,p3411,0
p3174,p2791,0
p2836,p1213,0
p1579,p2765,0
p4208,p1963,0
p1757,p0593,0
p3451,p3911,0
p3144,p4311,0
p3841,p1475,0
p0782,p1543,0
p0486,p0256,0
p2979,p0658,0
p0389,p0042,0
p1689,p4068,0
p3955,p2718,0
p4119,p2585,0
p0648,p3988,0
p1832,p4317,0
p1579,p1881,0
p0661,p1875,0
p3698,p1745,0
p0043,p0562,0
p1146,p3874,0
p3187,p1886,0
p0480,p0081,0
p1576,p3087,0
p2748,p4305,0
p4029,p0298,0
p4181,p2733,0
p4122,p2474,0
p3356,p4244,0
p2993,p0173,0
p2500,p0900,0
p0005,p2184,0
p2785,p2117,0
p1226,p2452,0
p0809,p2014,0
p2475,p1297,0
p1321,p2539,0
p0451,p4084,0
p0777,p1013,0
p2206,p2640,0
p1948,p2573,0
p4041,p1625,0
p2971,p1695,0
p2353,p0402,0
p0944,p3019,0
p3719,p2096,0
p0612,p2224,0
p3914,p2417,0
p3883,p3869,0
p1423,p2945,0
p0494,p1005,0
p4093,p1686,0
p1653,p4348,0
p2716,p2281,0
p3103,p0434,0
p3491,p2805,0
p2928,p2074,0
p2929,p3090,0
p2137,p2457,0
p2419,p0103,0
p1708,p1177,0
p2276,p3725,0
p0892,p1310,0
p0628,p3292,0
p3946,p1123,0
p1240,p2382,0
p3476,p0958,0
p2948,p0098,0
p3467,p1699,0
p0719,p3181,0
p0382,p1697,0
p2645,p0833,0
p1549,p1857,0
p2237,p0732,0
p2836,p0074,0
p2513,p0766,0
p2954,p3412,0
p0345,p1289,0
p1708,p1499,0
p3883,p2656,0
p1579,p0097,0
p2351,p2267,0
p1217,p2613,0
p2344,p3872,0
p0929,p0499,0
p0082,p3079,0
p2979,p4047,0
p0462,p2274,0
p2167,p4017,0
p2875,p3037,0
p1055,p2334,0
p0779,p3305,0
p3880,p2667,0
p1677,p3298,0
p0360,p2289,0
p4041,p1708,0
p2361,p0962,0
p1576,p0218,0
p1652,p1196,0
p1151,p3620,0
p0722,p2360,0
p0181,p0417,0
p2255,p0401,0
p0612,p1747,0
p1255,p2460,0
p3914,p3563,0
p0675,p3387,0
p3645,p1886,0
p1729,p0662,0
p1487,p0785,0
p0282,p2210,0
p0310,p3391,0
p2589,p3050,0
p2351,p1889,0
p3821,p0794,0
p0952,p1544,0
p3131,p3872,0
p0701,p1660,0
p1898,p3629,0
p2490,p3571,0
p1482,p0642,0
p0892,p1666,0
p0980,p2922,0
p2664,p0820,0
p1374,p4292,0
p1894,p0014,0
p0585,p3347,0
p2580,p3119,0
p0646,p4016,0
p0647,p1589,0
p1516,p0407,0
p1193,p0329,0
p2137,p1096,0
p0777,p2014,0
p0057,p0803,0
p4273,p0602,0
p3946,p1546,0
p3494,p1783,0
p1151,p2007,0
p3821,p1547,0
p1826,p3407,0
p1492,p2333,0
p3808,p0418,0
p1374,p3541,0
p2755,p4202,0
p4234,p2826,0
p3125,p3195,0
p2990,p1656,0
p1121,p1493,0
p3092,p3558,0
p1592,p2002,0
p4338,p4051,0
p0408,p2855,0
p1671,p2871,0
p4060,p2761,0
p2065,p4207,0
p2926,p2014,0
p4076,p3409,0
p2276,p1670,0
p1874,p1436,0
p2276,p3274,0
p3916,p3239,0
p0076,p0625,0
p1339,p0881,0
p2929,p1762,0
p3567,p1909,0
p1689,p0855,0
p0135,p1586,0
p4161,p2814,0
p3413,p0558,0
p3883,p0535,0
p1469,p4168,0
p2695,p2007,0
p3603,p3997,0
p3590,p2308,0
p0809,p4004,0
p2126,p3057,0
p0678,p2453,0
p3174,p0857,0
p3584,p2087,0
p0270,p3704,0
p2071,p3042,0
p0760,p3090,0
p2501,p0443,0
p2065,p0641,0
p3753,p2984,0
p3921,p4086,0
p2928,p1402,0
p4217,p0055,0
p3524,p0903,0
p1787,p1288,0
p3187,p1346,0
p4186,p2090,0
p3002,p2839,0
p1199,p1922,0
p0675,p0783,0
p3296,p3063,0
p0752,p3618,0
p3672,p0853,0
p0831,p3793,0
p0135,p2211,0
p3123,p3101,0
p1952,p3254,0
p4323,p3014,0
p1497,p3143,0
p3735,p3843,0
p2580,p0731,0
p4120,p4182,0
p1432,p0846,0
p3531,p2951,0
p1816,p0641,0
p0326,p0022,0
p0809,p2750,1
p1267,p0387,0
p0500,p3431,0
p0585,p0720,0
p2368,p3608,0
p3730,p3162,0
p1487,p4070,0
p2748,p3976,0
p3269,p3534,0
p2171,p2352,0
p2464,p3371,0
p1486,p0544,0
p3103,p4325,0
p4185,p1229,0
p3296,p2389,0
p0843,p3248,0
p2768,p0965,0
p3072,p2942,0
p2256,p0468,0
p3131,p1127,0
p2071,p3194,0
p3352,p1279,0
p2135,p1421,0
p2902,p0120,0
p2087,p0639,0
p0784,p0772,0
p3103,p0635,0
p3878,p2277,0
p2660,p1998,0
p3058,p3312,0
p3454,p3033,0
p0539,p1520,0
p2513,p3570,0
p3378,p2970,0
p2123,p1840,0
p3278,p0366,0
p2437,p2465,0
p4217,p3743,0
p0649,p3808,0
p2237,p2130,0
p1879,p1774,0
p3216,p2161,0
p1970,p3471,0
p2362,p0527,0
p0913,p3562,0
p4343,p0960,0
p1245,p0262,0
p4157,p1668,0
p2385,p2344,0
p0779,p0399,0
p2458,p1109,0
p2768,p0673,0
p3636,p0222,0
p4093,p2900,0
p4226,p1459,0
p2483,p1407,0
p1213,p3460,0
p3320,p1521,0
p0632,p3029,0
p3256,p2320,0
p2660,p4123,0
p1120,p4033,0
p2589,p2632,0
p2255,p2489,0
p1151,p2336,0
p2437,p2867,0
p0632,p1863,0
p1199,p1254,0
p0679,p2821,0
p1420,p0926,0
p0135,p2056,0
p0077,p2241,0
p1073,p2338,0
p2716,p3701,0
p4338,p1218,0
p1391,p0264,0
p1898,p0799,0
p2490,p2897,0
p2482,p0645,0
p3296,p1041,0
p1607,p3787,0
p3552,p1088,0
p3944,p2264,0
p3505,p2599,0
p1750,p1090,1
p0326,p2258,0
p0778,p2529,0
p1614,p0620,0
p3753,p2462,0
p2065,p1982,0
p0253,p3288,0
p1142,p3486,0
p0203,p2903,0
p0777,p2852,0
p4285,p0785,0
p1828,p2536,0
p0539,p0849,0
p3461,p0607,0
p2245,p1921,0
p0760,p4291,0
p3941,p3490,0
p1121,p3572,0
p0810,p3137,0
p3178,p2622,0
p3940,p0820,0
p1652,p1397,0
p2125,p0598,0
p2008,p1456,0
p1170,p1694,0
p0717,p2859,0
p0613,p2421,0
p0647,p2866,0
p3808,p1406,0
p1848,p0889,0
p2246,p4056,0
p2011,p1230,0
p2179,p0814,0
p3883,p4164,0
p1206,p2459,0
p3491,p3224,0
p0006,p0921,0
p1199,p1739,0
p0111,p2366,0
p0783,p3425,0
p3187,p1589,0
p0719,p3944,0
p2834,p2443,0
p0345,p4009,0
p3067,p3078,0
p3817,p4110,0
p1154,p3314,0
p3451,p1323,0
p2681,p0350,0
p1262,p0891,0
p2501,p3081,0
p2523,p1148,0
p1416,p0909,0
p1166,p1674,0
p0724,p1949,0
p4323,p3262,0
p4054,p0272,0
p3427,p4281,0
p3111,p3193,0
p3324,p0645,0
p1789,p3770,0
p3088,p0066,0
p2803,p2526,0
p2022,p3062,0
p2589,p3404,0
p4232,p1733,0
p3465,p0028,0
p0888,p0401,0
p3914,p2183,0
p0801,p0351,0
p2013,p0094,0
p3581,p1166,0
p3584,p3312,0
p0585,p3947,0
p0657,p3206,0
p2091,p1396,0
p2546,p2643,0
p1272,p0033,0
p2939,p2499,0
p0701,p0589,1
p2361,p1152,0
p0776,p4077,0
p2351,p1327,0
p4041,p0275,0
p2086,p3195,0
p4121,p2413,0
p2707,p3917,0
p0521,p1198,0
p0326,p1735,0
p3080,p2907,0
p2971,p3259,0
p2356,p2676,0
p2993,p0265,0
p2830,p1307,0
p2834,p3152,0
p3560,p2329,0
p3376,p1293,0
p2587,p3671,0
p3448,p3598,0
p2383,p3512,0
p0437,p3474,0
p0319,p3188,1
p2940,p0985,0
p3346,p0791,0
p2191,p4016,0
p3639,p3240,0
p1729,p3290,0
p2939,p1999,0
p2361,p1639,0
p0784,p0154,0
p0176,p3292,0
p2542,p2432,0
p0563,p1156,0
p1650,p3573,0
p3004,p3791,0
p4046,p1520,0
p1796,p4106,0
p2173,p0845,0
p4048,p3373,0
p0176,p0987,0
p1650,p2903,0
p0309,p3170,0
p3067,p0948,0
p0626,p1511,0
p2971,p1179,0
p3015,p0323,0
p2263,p4062,0
p3627,p1645,0
p0943,p3621,0
p1580,p0672,0
p4333,p3888,0
p1701,p0890,0
p2311,p2066,0
p4186,p1838,0
p2143,p1218,0
p2492,p1242,0
p1597,p2446,0
p1960,p0780,0
p3021,p0981,0
p1217,p3552,0
p0709,p3597,0
p0999,p3595,0
p1531,p2343,0
p2065,p2668,0
p0201,p3223,0
p3916,p2123,0
p2159,p1176,0
p4026,p1122,0
p0942,p3087,0
p1403,p2755,0
p0993,p1328,0
p2008,p0244,0
p3256,p2372,0
p2357,p0286,0
